model,prompt_style,reasoning,category,turn,mean_iou,confirming_test_rate
qwen__qwen3.5-397b-a17b,adaptive,none,Арифметика,18,0.11074444444444445,0.7777777777777778
qwen__qwen3.5-397b-a17b,adaptive,none,Арифметика,19,0.0,0.75
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,1,0.05214545454545454,1.0
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,2,0.04721818181818182,0.8181818181818182
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,3,0.11658181818181818,0.7272727272727273
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,4,0.11937272727272727,0.7272727272727273
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,5,0.10821818181818181,0.45454545454545453
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,6,0.08958181818181819,0.18181818181818182
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,7,0.09278181818181817,0.18181818181818182
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,8,0.1368,0.45454545454545453
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,9,0.050890000000000005,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,10,0.05147,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,11,0.05138,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,12,0.05296000000000001,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,13,0.02842,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,14,0.027360000000000002,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,15,0.025269999999999997,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,16,0.0502,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,17,0.049780000000000005,0.9
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,18,0.05019,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Паттерн,19,0.05009,0.8
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,1,0.00014444444444444444,1.0
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,2,0.008733333333333334,0.7777777777777778
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,3,0.028277777777777777,0.7777777777777778
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,4,0.11131111111111111,0.8888888888888888
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,5,0.0002375,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,6,0.0009625,0.25
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,7,0.00025,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,8,0.0002375,0.25
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,9,0.0208625,0.25
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,10,0.041749999999999995,0.125
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,11,0.0832125,0.125
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,12,0.1864125,0.0
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,13,0.07147142857142856,0.2857142857142857
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,14,0.07147142857142856,0.2857142857142857
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,15,0.07138571428571429,0.5714285714285714
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,16,0.07164285714285713,0.42857142857142855
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,17,0.07107142857142858,0.7142857142857143
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,18,0.0715,0.7142857142857143
qwen__qwen3.5-397b-a17b,adaptive,none,Порядок,19,0.07128571428571429,0.8571428571428571
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,1,5e-05,1.0
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,2,0.0015699999999999998,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,3,0.14574,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,4,0.047677777777777784,0.3333333333333333
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,5,0.0482,0.5555555555555556
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,6,0.04844444444444444,0.4444444444444444
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,7,0.06591111111111111,0.5555555555555556
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,8,0.06617777777777778,0.5555555555555556
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,9,0.06615555555555555,0.8888888888888888
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,10,0.06576666666666667,0.6666666666666666
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,11,0.08536666666666666,0.5555555555555556
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,12,0.08481111111111111,0.6666666666666666
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,13,0.08465555555555555,0.8888888888888888
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,14,0.16104444444444443,0.5555555555555556
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,15,0.0071,0.625
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,16,0.0059375,0.625
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,17,0.0022,0.75
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,18,0.056212500000000006,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Смешанные,19,0.05462500000000001,0.625
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,1,0.014270000000000001,0.9
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,2,0.014559999999999998,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,3,0.06711,0.8
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,4,0.05203,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,5,0.0504,0.8
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,6,0.05364,0.8
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,7,0.03313,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,8,0.021450000000000004,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,9,0.0214,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,10,0.05212,0.4
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,11,0.05247,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,12,0.05176000000000001,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,13,0.05178000000000001,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,14,0.052039999999999996,0.7
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,15,0.052239999999999995,0.5
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,16,0.10205,0.6
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,17,0.002311111111111111,0.8888888888888888
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,18,0.002255555555555556,0.7777777777777778
qwen__qwen3.5-397b-a17b,adaptive,none,Чётность,19,0.11385555555555554,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Арифметика,1,0.050159999999999996,1.0
x-ai__grok-4.1-fast,adaptive,none,Арифметика,2,0.03377,0.8
x-ai__grok-4.1-fast,adaptive,none,Арифметика,3,0.007580000000000001,0.8
x-ai__grok-4.1-fast,adaptive,none,Арифметика,4,0.0079,0.8
x-ai__grok-4.1-fast,adaptive,none,Арифметика,5,0.00797,1.0
x-ai__grok-4.1-fast,adaptive,none,Арифметика,6,0.00807,0.7
x-ai__grok-4.1-fast,adaptive,none,Арифметика,7,0.01709,0.7
x-ai__grok-4.1-fast,adaptive,none,Арифметика,8,0.03282,0.4
x-ai__grok-4.1-fast,adaptive,none,Арифметика,9,0.12199,0.5
x-ai__grok-4.1-fast,adaptive,none,Арифметика,10,0.04505555555555555,0.8888888888888888
x-ai__grok-4.1-fast,adaptive,none,Арифметика,11,0.04036666666666667,0.4444444444444444
x-ai__grok-4.1-fast,adaptive,none,Арифметика,12,0.04402222222222222,0.4444444444444444
x-ai__grok-4.1-fast,adaptive,none,Арифметика,13,0.04435555555555556,0.7777777777777778
x-ai__grok-4.1-fast,adaptive,none,Арифметика,14,0.05051111111111111,0.8888888888888888
x-ai__grok-4.1-fast,adaptive,none,Арифметика,15,0.0659888888888889,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Арифметика,16,0.055577777777777775,0.5555555555555556
x-ai__grok-4.1-fast,adaptive,none,Арифметика,17,0.03328888888888889,0.7777777777777778
x-ai__grok-4.1-fast,adaptive,none,Арифметика,18,0.0234,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Арифметика,19,0.026222222222222223,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Паттерн,1,0.04700909090909091,1.0
x-ai__grok-4.1-fast,adaptive,none,Паттерн,2,0.0024363636363636362,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,3,0.001390909090909091,0.8181818181818182
x-ai__grok-4.1-fast,adaptive,none,Паттерн,4,0.0014727272727272727,0.6363636363636364
x-ai__grok-4.1-fast,adaptive,none,Паттерн,5,0.0017818181818181817,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,6,0.03229090909090909,0.45454545454545453
x-ai__grok-4.1-fast,adaptive,none,Паттерн,7,0.03226363636363636,0.45454545454545453
x-ai__grok-4.1-fast,adaptive,none,Паттерн,8,0.02429090909090909,0.6363636363636364
x-ai__grok-4.1-fast,adaptive,none,Паттерн,9,0.0017090909090909092,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,10,0.045409090909090906,0.8181818181818182
x-ai__grok-4.1-fast,adaptive,none,Паттерн,11,0.0423,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,12,0.028200000000000003,0.9090909090909091
x-ai__grok-4.1-fast,adaptive,none,Паттерн,13,0.0006363636363636364,0.9090909090909091
x-ai__grok-4.1-fast,adaptive,none,Паттерн,14,0.00035454545454545455,0.9090909090909091
x-ai__grok-4.1-fast,adaptive,none,Паттерн,15,0.0001909090909090909,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,16,0.00046363636363636366,0.7272727272727273
x-ai__grok-4.1-fast,adaptive,none,Паттерн,17,0.003609090909090909,0.6363636363636364
x-ai__grok-4.1-fast,adaptive,none,Паттерн,18,0.05159090909090909,0.5454545454545454
x-ai__grok-4.1-fast,adaptive,none,Паттерн,19,0.05282727272727273,0.6363636363636364
x-ai__grok-4.1-fast,adaptive,none,Порядок,1,0.2401111111111111,1.0
x-ai__grok-4.1-fast,adaptive,none,Порядок,2,0.02467142857142857,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,3,0.018542857142857142,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,4,0.018785714285714288,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,5,0.01887142857142857,1.0
x-ai__grok-4.1-fast,adaptive,none,Порядок,6,0.02875714285714286,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,7,0.010857142857142857,0.8571428571428571
x-ai__grok-4.1-fast,adaptive,none,Порядок,8,0.03631428571428571,0.2857142857142857
x-ai__grok-4.1-fast,adaptive,none,Порядок,9,0.0289,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,10,0.011085714285714286,0.5714285714285714
x-ai__grok-4.1-fast,adaptive,none,Порядок,11,0.011528571428571428,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,12,0.01597142857142857,0.5714285714285714
x-ai__grok-4.1-fast,adaptive,none,Порядок,13,0.01842857142857143,0.8571428571428571
x-ai__grok-4.1-fast,adaptive,none,Порядок,14,0.0001142857142857143,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,15,0.014228571428571427,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Порядок,16,0.0,0.8571428571428571
x-ai__grok-4.1-fast,adaptive,none,Порядок,17,0.0,0.8571428571428571
x-ai__grok-4.1-fast,adaptive,none,Порядок,18,0.031414285714285714,0.8571428571428571
x-ai__grok-4.1-fast,adaptive,none,Порядок,19,0.0004,0.7142857142857143
x-ai__grok-4.1-fast,adaptive,none,Смешанные,1,0.23921,1.0
x-ai__grok-4.1-fast,adaptive,none,Смешанные,2,0.08756666666666667,0.5555555555555556
x-ai__grok-4.1-fast,adaptive,none,Смешанные,3,0.08714444444444444,0.5555555555555556
x-ai__grok-4.1-fast,adaptive,none,Смешанные,4,0.08717777777777777,0.5555555555555556
x-ai__grok-4.1-fast,adaptive,none,Смешанные,5,0.08736666666666666,0.8888888888888888
x-ai__grok-4.1-fast,adaptive,none,Смешанные,6,0.0989,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Смешанные,7,0.08639999999999999,0.3333333333333333
x-ai__grok-4.1-fast,adaptive,none,Смешанные,8,0.09791111111111112,0.7777777777777778
x-ai__grok-4.1-fast,adaptive,none,Смешанные,9,0.0748111111111111,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Смешанные,10,0.027788888888888887,0.7777777777777778
x-ai__grok-4.1-fast,adaptive,none,Смешанные,11,0.038922222222222226,0.3333333333333333
x-ai__grok-4.1-fast,adaptive,none,Смешанные,12,0.0275,0.4444444444444444
x-ai__grok-4.1-fast,adaptive,none,Смешанные,13,0.027755555555555554,0.4444444444444444
x-ai__grok-4.1-fast,adaptive,none,Смешанные,14,0.027822222222222224,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Смешанные,15,0.027522222222222222,0.2222222222222222
x-ai__grok-4.1-fast,adaptive,none,Смешанные,16,0.02811111111111111,0.2222222222222222
x-ai__grok-4.1-fast,adaptive,none,Смешанные,17,0.027211111111111113,0.5555555555555556
x-ai__grok-4.1-fast,adaptive,none,Смешанные,18,0.027655555555555558,0.4444444444444444
x-ai__grok-4.1-fast,adaptive,none,Смешанные,19,0.027811111111111113,0.6666666666666666
x-ai__grok-4.1-fast,adaptive,none,Чётность,1,0.0737,0.9
x-ai__grok-4.1-fast,adaptive,none,Чётность,2,0.01515,0.7
x-ai__grok-4.1-fast,adaptive,none,Чётность,3,0.01447,0.5
x-ai__grok-4.1-fast,adaptive,none,Чётность,4,0.01564,0.7
x-ai__grok-4.1-fast,adaptive,none,Чётность,5,0.00178,0.9
x-ai__grok-4.1-fast,adaptive,none,Чётность,6,0.00078,0.7
x-ai__grok-4.1-fast,adaptive,none,Чётность,7,7e-05,0.4
x-ai__grok-4.1-fast,adaptive,none,Чётность,8,0.00023999999999999998,0.6
x-ai__grok-4.1-fast,adaptive,none,Чётность,9,0.0005499999999999999,0.6
x-ai__grok-4.1-fast,adaptive,none,Чётность,10,0.0,0.7
x-ai__grok-4.1-fast,adaptive,none,Чётность,11,0.0,0.8
x-ai__grok-4.1-fast,adaptive,none,Чётность,12,0.010769999999999998,0.4
x-ai__grok-4.1-fast,adaptive,none,Чётность,13,0.0007900000000000001,0.5
x-ai__grok-4.1-fast,adaptive,none,Чётность,14,0.0007,0.6
x-ai__grok-4.1-fast,adaptive,none,Чётность,15,0.0008,0.5
x-ai__grok-4.1-fast,adaptive,none,Чётность,16,0.01573,0.4
x-ai__grok-4.1-fast,adaptive,none,Чётность,17,0.0007700000000000001,0.9
x-ai__grok-4.1-fast,adaptive,none,Чётность,18,0.0007199999999999999,0.6
x-ai__grok-4.1-fast,adaptive,none,Чётность,19,0.008209999999999999,0.3
z-ai__glm-4.7-flash,adaptive,none,Арифметика,1,0.10005,1.0
z-ai__glm-4.7-flash,adaptive,none,Арифметика,2,0.11176666666666667,0.5555555555555556
z-ai__glm-4.7-flash,adaptive,none,Арифметика,3,0.1255,0.375
z-ai__glm-4.7-flash,adaptive,none,Арифметика,4,0.023314285714285714,0.7142857142857143
z-ai__glm-4.7-flash,adaptive,none,Арифметика,5,0.11977142857142856,0.8571428571428571
z-ai__glm-4.7-flash,adaptive,none,Арифметика,6,0.0003,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,7,0.0016571428571428572,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,8,0.0002142857142857143,0.42857142857142855
z-ai__glm-4.7-flash,adaptive,none,Арифметика,9,0.0002285714285714286,0.7142857142857143
z-ai__glm-4.7-flash,adaptive,none,Арифметика,10,0.001157142857142857,0.2857142857142857
z-ai__glm-4.7-flash,adaptive,none,Арифметика,11,0.0012285714285714285,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,12,0.0002,0.2857142857142857
z-ai__glm-4.7-flash,adaptive,none,Арифметика,13,0.0002142857142857143,0.7142857142857143
z-ai__glm-4.7-flash,adaptive,none,Арифметика,14,0.0013285714285714285,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,15,0.0004428571428571429,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,16,0.0009714285714285713,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,17,0.0002,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,18,0.0006571428571428571,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Арифметика,19,0.0002285714285714286,0.5714285714285714
z-ai__glm-4.7-flash,adaptive,none,Паттерн,1,0.0008454545454545455,1.0
z-ai__glm-4.7-flash,adaptive,none,Паттерн,2,0.0008181818181818183,0.2727272727272727
z-ai__glm-4.7-flash,adaptive,none,Паттерн,3,0.043509090909090914,0.2727272727272727
z-ai__glm-4.7-flash,adaptive,none,Паттерн,4,0.13864545454545454,0.2727272727272727
z-ai__glm-4.7-flash,adaptive,none,Паттерн,5,0.1539818181818182,0.8181818181818182
z-ai__glm-4.7-flash,adaptive,none,Паттерн,6,0.0003727272727272728,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,7,0.00023636363636363636,0.5454545454545454
z-ai__glm-4.7-flash,adaptive,none,Паттерн,8,0.00024545454545454545,0.7272727272727273
z-ai__glm-4.7-flash,adaptive,none,Паттерн,9,0.04456363636363637,0.5454545454545454
z-ai__glm-4.7-flash,adaptive,none,Паттерн,10,0.0008909090909090909,0.6363636363636364
z-ai__glm-4.7-flash,adaptive,none,Паттерн,11,0.0008454545454545454,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,12,0.00040909090909090913,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,13,0.0003727272727272728,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,14,0.0003363636363636364,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,15,0.0003454545454545455,0.36363636363636365
z-ai__glm-4.7-flash,adaptive,none,Паттерн,16,0.0003909090909090909,0.5454545454545454
z-ai__glm-4.7-flash,adaptive,none,Паттерн,17,0.0006454545454545455,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,18,0.0002,0.45454545454545453
z-ai__glm-4.7-flash,adaptive,none,Паттерн,19,0.0007636363636363636,0.5454545454545454
z-ai__glm-4.7-flash,adaptive,none,Порядок,1,0.0004555555555555556,1.0
z-ai__glm-4.7-flash,adaptive,none,Порядок,2,0.0003777777777777778,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,3,0.022477777777777777,0.1111111111111111
z-ai__glm-4.7-flash,adaptive,none,Порядок,4,0.09741111111111111,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,5,0.07457777777777778,0.6666666666666666
z-ai__glm-4.7-flash,adaptive,none,Порядок,6,0.0003444444444444444,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Порядок,7,0.0005333333333333334,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,8,0.0004111111111111111,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Порядок,9,0.0005777777777777778,0.2222222222222222
z-ai__glm-4.7-flash,adaptive,none,Порядок,10,0.02291111111111111,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,11,0.018877777777777778,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Порядок,12,0.0004666666666666667,0.2222222222222222
z-ai__glm-4.7-flash,adaptive,none,Порядок,13,0.00024444444444444443,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Порядок,14,0.00022222222222222223,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,15,0.00023333333333333336,0.2222222222222222
z-ai__glm-4.7-flash,adaptive,none,Порядок,16,0.022699999999999998,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,17,0.019044444444444444,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Порядок,18,0.0004555555555555555,0.3333333333333333
z-ai__glm-4.7-flash,adaptive,none,Порядок,19,0.00023333333333333336,0.4444444444444444
z-ai__glm-4.7-flash,adaptive,none,Смешанные,1,0.00101,1.0
z-ai__glm-4.7-flash,adaptive,none,Смешанные,2,0.00063,0.6
z-ai__glm-4.7-flash,adaptive,none,Смешанные,3,0.04137,0.7
z-ai__glm-4.7-flash,adaptive,none,Смешанные,4,0.10389,0.5
z-ai__glm-4.7-flash,adaptive,none,Смешанные,5,0.06223000000000001,0.6
z-ai__glm-4.7-flash,adaptive,none,Смешанные,6,0.00066,0.5
z-ai__glm-4.7-flash,adaptive,none,Смешанные,7,0.00032,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,8,0.00078,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,9,0.00058,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,10,0.00076,0.2
z-ai__glm-4.7-flash,adaptive,none,Смешанные,11,0.00062,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,12,0.0007900000000000001,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,13,0.00059,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,14,0.00063,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,15,0.00065,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,16,0.00075,0.3
z-ai__glm-4.7-flash,adaptive,none,Смешанные,17,0.0005499999999999999,0.4
z-ai__glm-4.7-flash,adaptive,none,Смешанные,18,0.00075,0.3
z-ai__glm-4.7-flash,adaptive,none,Смешанные,19,0.00059,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,1,0.00111,1.0
z-ai__glm-4.7-flash,adaptive,none,Чётность,2,0.00021000000000000004,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,3,0.024980000000000002,0.6
z-ai__glm-4.7-flash,adaptive,none,Чётность,4,0.08957,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,5,0.08580000000000002,0.9
z-ai__glm-4.7-flash,adaptive,none,Чётность,6,0.033639999999999996,0.3
z-ai__glm-4.7-flash,adaptive,none,Чётность,7,0.00054,0.5
z-ai__glm-4.7-flash,adaptive,none,Чётность,8,0.0007899999999999999,0.5
z-ai__glm-4.7-flash,adaptive,none,Чётность,9,0.0007700000000000001,0.3
z-ai__glm-4.7-flash,adaptive,none,Чётность,10,0.00033999999999999997,0.6
z-ai__glm-4.7-flash,adaptive,none,Чётность,11,0.01506,0.5
z-ai__glm-4.7-flash,adaptive,none,Чётность,12,0.00075,0.5
z-ai__glm-4.7-flash,adaptive,none,Чётность,13,0.0008699999999999999,0.3
z-ai__glm-4.7-flash,adaptive,none,Чётность,14,0.00048000000000000007,0.6
z-ai__glm-4.7-flash,adaptive,none,Чётность,15,0.0008,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,16,0.00053,0.5
z-ai__glm-4.7-flash,adaptive,none,Чётность,17,0.00088,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,18,0.00045,0.4
z-ai__glm-4.7-flash,adaptive,none,Чётность,19,0.00097,0.3
